Police boundary,Age,Location,Outcome of investigation,Measure,Offence,Relationship of offender to victim,Sex,Ethnicity,Month and year,Value,Flags
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Middle Eastern,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,March 2015,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Pacific Island,March 2015,12,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Pacific Island,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Elsewhere Classified,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Not Stated / Inadequately Described,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,27,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,21,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,March 2015,15,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,1,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,1,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Total ethnicity,March 2015,42,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Male,Total ethnicity,March 2015,30,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Female,Total ethnicity,March 2015,15,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,186,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,96,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,90,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,39,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Male,Total ethnicity,March 2015,18,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,21,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,114,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Male,Total ethnicity,March 2015,24,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,87,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,75,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,30,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,45,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,81,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,72,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Not Stated/Inadequately Described,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,March 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,March 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Total ethnicity,March 2015,12,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,March 2015,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,March 2015,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,March 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Male,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Female,Total ethnicity,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Asian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,European,March 2015,12,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,78,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,21,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,March 2015,36,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,European,March 2015,36,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,European,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,March 2015,36,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,European,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,European,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Indian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Homicide and Related Offences,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,1,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Maori,March 2015,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,60,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Maori,March 2015,42,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,18,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Maori,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,March 2015,21,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Maori,March 2015,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Maori,March 2015,6,
